ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,YEAR,AlignCategory,HairCategory,EyeCategory,SexCategory,AliveCategory
secret identity,bad characters,yellow eyes,gold hair,male characters,living characters,2.0,1965.0,bad,light,light,male,living
secret identity,bad characters,unknown,brown hair,male characters,living characters,2.0,1963.0,bad,dark,unknown,male,living
public identity,bad characters,unknown,unknown,male characters,living characters,2.0,1962.0,bad,unknown,unknown,male,living
identity unknown,unknown,unknown,grey hair,male characters,living characters,2.0,1962.0,unknown,light,unknown,male,living
identity unknown,unknown,unknown,black hair,male characters,living characters,2.0,1962.0,unknown,dark,unknown,male,living
identity unknown,good characters,unknown,brown hair,male characters,living characters,2.0,1962.0,good,dark,unknown,male,living
identity unknown,bad characters,unknown,grey hair,male characters,living characters,2.0,1961.0,bad,light,unknown,male,living
identity unknown,good characters,blue eyes,unknown,male characters,living characters,2.0,1961.0,good,unknown,light,male,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1959.0,bad,dark,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1958.0,bad,unknown,unknown,male,living
identity unknown,bad characters,unknown,unknown,male characters,deceased characters,2.0,1956.0,bad,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1954.0,bad,unknown,unknown,male,living
secret identity,good characters,brown eyes,black hair,male characters,deceased characters,2.0,1951.0,good,dark,dark,male,deceased
secret identity,bad characters,unknown,unknown,male characters,deceased characters,2.0,1949.0,bad,unknown,unknown,male,deceased
identity unknown,neutral characters,unknown,unknown,male characters,deceased characters,2.0,1948.0,neutral,unknown,unknown,male,deceased
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1948.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,deceased characters,2.0,1947.0,bad,unknown,unknown,male,deceased
secret identity,good characters,unknown,unknown,female characters,living characters,2.0,1947.0,good,unknown,unknown,female,living
public identity,bad characters,unknown,unknown,male characters,living characters,2.0,1946.0,bad,unknown,unknown,male,living
public identity,good characters,unknown,black hair,male characters,deceased characters,2.0,1945.0,good,dark,unknown,male,deceased
public identity,bad characters,white eyes,unknown,male characters,deceased characters,2.0,1944.0,bad,unknown,light,male,deceased
public identity,good characters,black eyes,black hair,female characters,living characters,2.0,1944.0,good,dark,dark,female,living
secret identity,bad characters,unknown,unknown,female characters,living characters,2.0,1942.0,bad,unknown,unknown,female,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,2.0,1942.0,bad,unknown,unknown,male,living
identity unknown,unknown,unknown,unknown,male characters,living characters,2.0,1941.0,unknown,unknown,unknown,male,living
identity unknown,bad characters,unknown,grey hair,male characters,living characters,2.0,1940.0,bad,light,unknown,male,living
identity unknown,bad characters,unknown,black hair,male characters,living characters,2.0,1939.0,bad,dark,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,living characters,1.0,2013.0,bad,unknown,unknown,male,living
secret identity,bad characters,unknown,unknown,male characters,deceased characters,1.0,2012.0,bad,unknown,unknown,male,deceased
secret identity,good characters,black eyes,black hair,female characters,deceased characters,1.0,2011.0,good,dark,dark,female,deceased
identity unknown,bad characters,unknown,blond hair,male characters,living characters,1.0,2011.0,bad,light,unknown,male,living
secret identity,good characters,yellow eyes,blond hair,male characters,deceased characters,1.0,2011.0,good,light,light,male,deceased
identity unknown,unknown,unknown,unknown,unknown,living characters,1.0,2011.0,unknown,unknown,unknown,unknown,living
secret identity,bad characters,unknown,unknown,male characters,living characters,1.0,2011.0,bad,unknown,unknown,male,living
secret identity,good characters,unknown,unknown,female characters,living characters,1.0,2011.0,good,unknown,unknown,female,living
identity unknown,neutral characters,unknown,unknown,male characters,living characters,1.0,2011.0,neutral,unknown,unknown,male,living
identity unknown,neutral characters,unknown,unknown,unknown,living characters,1.0,2011.0,neutral,unknown,unknown,unknown,living
secret identity,neutral characters,unknown,blond hair,female characters,living characters,1.0,2011.0,neutral,light,unknown,female,living
secret identity,bad characters,unknown,black hair,male characters,living characters,1.0,2011.0,bad,dark,unknown,male,living
secret identity,bad characters,brown eyes,black hair,male characters,living characters,1.0,2011.0,bad,dark,dark,male,living
secret identity,unknown,unknown,unknown,male characters,living characters,1.0,2011.0,unknown,unknown,unknown,male,living
public identity,bad characters,unknown,unknown,male characters,living characters,1.0,2011.0,bad,unknown,unknown,male,living
secret identity,good characters,unknown,unknown,female characters,deceased characters,1.0,2011.0,good,unknown,unknown,female,deceased
secret identity,bad characters,unknown,white hair,male characters,living characters,1.0,2011.0,bad,light,unknown,male,living
secret identity,unknown,unknown,unknown,unknown,living characters,1.0,2011.0,unknown,unknown,unknown,unknown,living
secret identity,good characters,unknown,brown hair,male characters,living characters,1.0,2011.0,good,dark,unknown,male,living
identity unknown,good characters,blue eyes,red hair,male characters,deceased characters,1.0,2011.0,good,dark,light,male,deceased
secret identity,good characters,unknown,unknown,male characters,living characters,1.0,2011.0,good,unknown,unknown,male,living
public identity,bad characters,black eyes,black hair,unknown,deceased characters,1.0,2011.0,bad,dark,dark,unknown,deceased
public identity,neutral characters,unknown,black hair,male characters,living characters,1.0,2011.0,neutral,dark,unknown,male,living
public identity,neutral characters,blue eyes,blond hair,female characters,living characters,1.0,2011.0,neutral,light,light,female,living
identity unknown,good characters,unknown,white hair,female characters,deceased characters,1.0,2011.0,good,light,unknown,female,deceased
public identity,unknown,brown eyes,brown hair,female characters,living characters,1.0,2011.0,unknown,dark,dark,female,living
public identity,good characters,unknown,black hair,male characters,living characters,1.0,2011.0,good,dark,unknown,male,living
secret identity,good characters,black eyes,unknown,male characters,deceased characters,1.0,2011.0,good,unknown,dark,male,deceased
secret identity,good characters,blue eyes,white hair,male characters,deceased characters,1.0,2011.0,good,light,light,male,deceased
public identity,good characters,brown eyes,black hair,female characters,deceased characters,1.0,2011.0,good,dark,dark,female,deceased
secret identity,good characters,unknown,black hair,male characters,deceased characters,1.0,2011.0,good,dark,unknown,male,deceased
secret identity,bad characters,unknown,brown hair,male characters,living characters,1.0,2011.0,bad,dark,unknown,male,living
public identity,good characters,brown eyes,brown hair,female characters,living characters,1.0,2011.0,good,dark,dark,female,living
secret identity,bad characters,unknown,red hair,male characters,living characters,1.0,2011.0,bad,dark,unknown,male,living
secret identity,bad characters,brown eyes,red hair,male characters,living characters,1.0,2011.0,bad,dark,dark,male,living
secret identity,bad characters,unknown,blond hair,male characters,living characters,1.0,2011.0,bad,light,unknown,male,living
public identity,good characters,unknown,blond hair,male characters,deceased characters,1.0,2011.0,good,light,unknown,male,deceased
secret identity,good characters,unknown,unknown,unknown,living characters,1.0,2011.0,good,unknown,unknown,unknown,living
secret identity,bad characters,blue eyes,blue hair,male characters,living characters,1.0,2011.0,bad,light,light,male,living
identity unknown,bad characters,unknown,unknown,male characters,living characters,1.0,2011.0,bad,unknown,unknown,male,living
identity unknown,neutral characters,black eyes,unknown,male characters,deceased characters,1.0,2011.0,neutral,unknown,dark,male,deceased
secret identity,good characters,black eyes,brown hair,male characters,living characters,1.0,2011.0,good,dark,dark,male,living
secret identity,good characters,white eyes,blue hair,male characters,deceased characters,1.0,2011.0,good,light,light,male,deceased
secret identity,bad characters,unknown,blond hair,female characters,living characters,1.0,2011.0,bad,light,unknown,female,living
identity unknown,bad characters,unknown,brown hair,male characters,living characters,1.0,2010.0,bad,dark,unknown,male,living
public identity,bad characters,brown eyes,brown hair,male characters,living characters,1.0,2010.0,bad,dark,dark,male,living
secret identity,neutral characters,unknown,blond hair,male characters,living characters,1.0,2010.0,neutral,light,unknown,male,living
secret identity,neutral characters,unknown,blue hair,female characters,living characters,1.0,2010.0,neutral,light,unknown,female,living
secret identity,neutral characters,unknown,unknown,male characters,living characters,1.0,2010.0,neutral,unknown,unknown,male,living
